Text,Date
"Eighty years ago today, over 2,400 Americans lost their lives in the attack on Pearl Harbor. Today we remember them, and all those who fought to protect our freedom.",2021-12-07T16:01:26.000Z
"Senator Bob Dole was a war hero, a political leader, and a statesman—with a career and demeanor harkening back to a day when members of the Greatest Generation abided by a certain code, putting country over party. Our thoughts are with Elizabeth and the Dole family.",2021-12-05T19:26:16.000Z
"Michelle and I wanted to give Santa a hand passing out gifts for the holidays, so we made a stop at the @ComerChildrens Hospital. We hope you and your family have a wonderful holiday season.",2021-12-04T21:31:10.000Z
"I heard the @ChicagoSky and @ChicagoBulls were visiting the South Side YMCA, so I decided to drop by, too. It’s always fun to meet young people who are learning to love the game.",2021-12-03T19:32:17.000Z
"Michelle and I are in Chicago this week to talk to folks who are working on some of the city’s toughest challenges. Yesterday, I met with leaders from across Chicago, heard their stories, and shared ideas. Change is never easy, but we want them to know they’re not alone.",2021-12-03T16:35:58.000Z
"Shots are never fun, but the kids I met at Kimball Elementary knew how important the COVID-19 vaccines are to keep our families and communities safe. Check out @ItsMadeToSave for more information about the vaccines, and make your appointment at http://vaccines.gov.",2021-12-02T22:00:08.000Z
"If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the booster—just go to http://vaccines.gov to find a vaccine and booster location near you.",2021-12-01T21:00:52.000Z
"Getting our kids fully vaccinated is the best way to protect them against COVID-19. Today, Dr. Fauci and I stopped by Kimball Elementary School to meet with families and kids getting their vaccines—and encourage more parents and kids to do the same.",2021-11-30T22:58:26.000Z
"I’m always inspired by young leaders like Rachid Ennassiri, who is helping more people in Morocco get involved in the fight against climate change. This Giving Tuesday, join the @ObamaFoundation in supporting the work of changemakers like Rachid: http://Obama.org/donate",2021-11-30T14:30:16.000Z
"From our family to yours, Happy Hanukkah and Chag Sameach! Over the next eight days, may we celebrate the many blessings in our own lives, and be reminded of the enduring power of hope.",2021-11-28T17:30:42.000Z
"Earlier this year, I had a chance to speak with Eric Williams, the owner of @TheSilverRoom in Hyde Park. This Small Business Saturday, take some time to support the hardworking small businesses in your city. They appreciate it more than you know.",2021-11-27T17:18:24.000Z
,
"Happy birthday to my friend and my brother, @POTUS! Thanks for giving all of us the gift of better infrastructure. Grateful for all you’re doing to build this country back better.",2021-11-20T18:01:38.000Z
"When it comes to climate change, we can’t afford to go backward—or even stay where we are. If we are going to act on the scale that’s required to combat this climate crisis, we all need to step up and meet this moment together.",2021-11-18T17:02:53.000Z
"In 2011, my Administration made a pledge to prepare 100,000 new STEM teachers over the next 10 years. I couldn't be prouder to hear that @100Kin10 not only met that goal, but trained an additional 8,000 teachers who will make a difference for our kids. http://obama.org/updates/100k-in-10/…",2021-11-17T17:01:23.000Z
"The epidemic of gun violence in America has gotten worse during the pandemic. This article points to the ways in which the proliferation of guns magnifies the consequences of bias in policing, and makes reform of police practices that much harder.",2021-11-16T18:30:28.000Z
The newest cohort of @ObamaFoundation Africa Leaders will help unlock the incredible promise of the continent. I'm looking forward to supporting their work and following their journeys.,2021-11-16T16:46:04.000Z
"Young people like @JackHarries and our @ObamaFoundation leaders are using their platforms to pressure the world on climate change. As we move forward with the Glasgow pact, we must listen and follow through on our commitments to protect our planet and secure a better future.",2021-11-14T17:46:04.000Z
"This Veterans Day, I want to share Tom Voutsos's story. He served in the U.S. Marine Corps, and has continued to live a life dedicated to public service. Through @LadderUpHousing, he’s helping hardworking folks buy their own home.",2021-11-11T14:15:05.000Z
"To every veteran and their family, we thank you for your service and sacrifice to our country.",2021-11-11T14:15:05.000Z
".@SpeakerPelosi and these members of Congress are making it clear that the United States is back, and will continue to lead the way on climate change. We would not have met our Paris goals without them, and now they’re working to do even more.",2021-11-11T01:03:02.000Z
"Young people have more at stake in the fight against climate change than anyone else. I had a chance to talk with some young people who are helping lead the fight, and could not be more impressed by their courage, creativity, and persistence. They give me hope.",2021-11-10T19:40:40.000Z
"If you care about climate change, @JohnDoerr's new book, Speed & Scale: An Action Plan for Solving Our Climate Crisis Now, offers concrete steps that we can all take to make a difference.",2021-11-10T15:31:41.000Z
"That’s why, if we’re going to act on the scale that’s required, climate change can’t be seen as another opportunity to score political points. We need everybody. And young people in particular have an opportunity to make a real difference.",2021-11-09T23:17:04.000Z
"But once again, progress is partial. Most nations have failed to be as ambitious as they need to be, and the escalation of ambition that we anticipated in Paris six years ago has not been uniformly realized.",2021-11-09T23:17:03.000Z
"The good news is that countries around the world recognize this is a decisive decade if we want to avoid a climate disaster, and are setting important goals for 2030. They’ve also promised to help countries move away from fossil fuels and deal with the effects of climate change.",2021-11-09T23:17:03.000Z
